index,book_id,user_id,rating
36431,365,17216,4
36436,365,21257,5
36439,365,23213,5
36442,365,25214,5
36443,365,25678,4
36450,365,28459,3
36454,365,30184,5
36455,365,30552,4
36457,365,31001,4
36462,365,32710,4
36477,365,42508,4
36480,365,48196,4
36494,365,50399,5
36496,365,50684,4
36498,365,52036,5
36499,365,52731,5
46500,466,2874,5
46510,466,15037,5
46512,466,16587,5
46513,466,17216,3
46514,466,17547,3
46533,466,25678,5
46542,466,27045,4
46548,466,27599,4
46550,466,28301,5
46552,466,28459,5
46554,466,28882,4
46562,466,30283,5
46581,466,41318,4
46595,466,51618,4
48121,482,13391,4
48127,482,15037,4
48131,482,17242,4
48137,482,20319,4
48140,482,21360,4
48169,482,32923,5
48195,482,50976,5
58033,581,23093,5
58035,581,24609,4
58067,581,43176,5
58076,581,46175,3
58078,581,46398,5
58079,581,46586,4
58087,581,49631,5
73400,735,6042,4
73404,735,8831,4
73406,735,10106,5
73410,735,12274,4
73417,735,15849,5
73419,735,16354,4
73421,735,16665,5
73422,735,16740,3
73430,735,20090,4
73436,735,22235,4
73440,735,23889,5
73446,735,26703,4
73449,735,28459,4
73451,735,29937,4
73453,735,30179,5
73455,735,30552,4
73457,735,33527,5
73471,735,40798,5
73475,735,41329,5
73477,735,44083,5
73493,735,50442,4
73495,735,50684,5
73797,739,1350,5
73798,739,1350,3
73799,739,3721,3
73822,739,10246,3
73841,739,13776,4
73865,739,30184,5
73872,739,33527,3
73873,739,33527,4
73881,739,41733,3
73882,739,41747,4
73886,739,42574,5
73895,739,52036,3
73899,740,2900,4
73900,740,3662,4
73921,740,9771,5
73957,740,24609,5
73960,740,25678,4
73961,740,25698,5
73972,740,33127,5
73978,740,39423,5
76801,769,7453,5
76825,769,15626,5
76828,769,16573,3
76843,769,21360,3
76852,769,24609,5
76855,769,25872,5
76861,769,30184,5
76882,769,41318,4
76893,769,50684,5
76894,769,52036,5
76895,769,52956,5
77333,774,23093,5
77336,774,24609,4
77367,774,43176,5
77374,774,46175,3
77376,774,46398,5
77377,774,46586,4
77387,774,49631,5
77394,774,52460,5
78504,786,2477,4
78506,786,2981,5
78547,786,17228,4
78549,786,17703,5
78551,786,19526,4
78554,786,21360,4
78562,786,25214,4
78568,786,28178,5
78587,786,39693,4
86108,862,8362,4
86110,862,11261,4
86111,862,12232,5
86112,862,13241,5
86114,862,13391,5
86116,862,14016,3
86117,862,14122,5
86118,862,14681,5
86119,862,14940,5
86121,862,16146,4
86122,862,16662,5
86124,862,17547,5
86125,862,17924,5
86126,862,18165,5
86127,862,18237,5
86129,862,20782,5
86131,862,21788,5
86133,862,22235,5
86135,862,23454,5
86136,862,23454,5
86138,862,27127,5
86139,862,27221,5
86141,862,27460,5
86145,862,32052,5
86146,862,32710,5
86150,862,33679,5
86151,862,33713,5
86152,862,33764,5
86154,862,35983,5
86155,862,36623,5
86156,862,36623,5
86157,862,36725,5
86160,862,38331,5
86161,862,38647,4
86163,862,39727,5
86166,862,40875,5
86167,862,41003,5
86169,862,41948,5
86172,862,43300,5
86177,862,44723,5
86179,862,45071,5
86180,862,45269,5
86184,862,47249,4
86185,862,48196,5
86186,862,48297,4
86189,862,49382,5
86190,862,49786,5
86191,862,50002,5
86193,862,50684,5
94920,950,9587,4
94952,950,32848,5
94973,950,43176,5
94996,950,53204,4
95725,958,13776,4
95741,958,21257,4
95748,958,22202,5
95752,958,24609,5
95755,958,25678,5
95757,958,27599,4
95758,958,28178,5
95764,958,30184,5
95773,958,33127,5
95779,958,39195,5
95783,958,41747,4
97538,976,25214,4
97540,976,25678,3
97558,976,28178,5
97563,976,28834,5
97571,976,30681,5
97596,976,52731,4
98219,983,2874,4
98231,983,6875,3
98239,983,11065,4
98270,983,30335,5
98292,983,50976,4
98295,983,52905,5
98417,985,4736,4
98419,985,5435,5
98426,985,9943,5
98427,985,10950,5
98438,985,17216,4
98445,985,19416,3
98454,985,22235,5
98480,985,40798,5
98486,985,45269,3
98492,985,50342,4
98493,985,50388,5
99300,994,2874,2
99301,994,3662,4
99351,994,23486,3
99357,994,25698,5
99369,994,30283,5
99376,994,32923,4
100899,1010,2276,5
100902,1010,2874,4
100904,1010,4671,5
100922,1010,16166,4
100926,1010,17228,5
100936,1010,25214,5
100937,1010,25678,4
100940,1010,27045,5
100947,1010,28531,5
100957,1010,32687,5
100960,1010,35404,5
100963,1010,35780,4
100964,1010,35983,4
100970,1010,39693,5
100973,1010,40468,5
100975,1010,41747,4
100976,1010,41948,5
100977,1010,42200,5
100978,1010,42508,4
100980,1010,43704,5
100989,1010,49382,5
100996,1010,52905,5
102102,1022,5676,3
102107,1022,11330,4
102116,1022,16121,4
102125,1022,20782,4
102126,1022,23093,5
102130,1022,27221,5
102160,1022,41956,4
102162,1022,43176,5
102173,1022,46398,5
102183,1022,49631,5
102190,1022,51625,5
102194,1022,52460,5
102195,1022,53173,4
102802,1029,2477,5
102812,1029,8831,5
102813,1029,9809,5
102814,1029,10457,5
102815,1029,11261,5
102816,1029,11353,5
102817,1029,11832,5
102819,1029,12450,4
102822,1029,14940,4
102827,1029,18237,5
102831,1029,20090,4
102835,1029,22235,5
102846,1029,29937,3
102847,1029,30335,5
102848,1029,30418,4
102849,1029,30990,5
102862,1029,39075,5
102864,1029,39689,5
102871,1029,41312,5
102872,1029,41329,5
102874,1029,42089,5
102876,1029,43176,5
102877,1029,44083,5
102879,1029,46398,5
102880,1029,46840,5
102890,1029,50442,4
102893,1029,51618,5
102894,1029,51625,5
104632,1047,13113,4
104641,1047,18281,5
104646,1047,21381,5
104682,1047,43743,4
104684,1047,44604,4
104689,1047,47095,5
109799,1099,4133,5
109810,1099,9771,5
109827,1099,16587,3
109833,1099,17846,5
109837,1099,19526,5
109857,1099,30552,5
109873,1099,36623,3
109877,1099,40468,5
109880,1099,42574,5
114893,1150,4242,4
114905,1150,13391,4
114907,1150,13929,5
114912,1150,15748,5
114913,1150,16476,4
114915,1150,19683,3
114929,1150,24609,4
114932,1150,25872,5
114939,1150,28459,3
114942,1150,29502,3
114947,1150,31615,4
114949,1150,32160,3
114955,1150,32923,3
114965,1150,37099,5
114970,1150,39195,4
114974,1150,41683,5
114975,1150,41733,5
114980,1150,44723,4
114983,1150,49152,4
114986,1150,49559,5
115301,1154,3482,4
115306,1154,5435,4
115308,1154,6081,4
115322,1154,10704,5
115332,1154,15165,5
115333,1154,16573,4
115334,1154,16662,4
115338,1154,18281,5
115362,1154,35508,5
115370,1154,40174,5
115692,1158,2874,3
115715,1158,13776,5
115724,1158,17242,5
115734,1158,21360,4
115759,1158,33127,5
125285,1254,2477,5
125287,1254,3482,3
125288,1254,3721,4
125292,1254,5435,4
125298,1254,11261,3
125302,1254,14122,4
125304,1254,14681,5
125305,1254,14940,4
125307,1254,15481,5
125310,1254,16665,4
125311,1254,18165,4
125313,1254,18237,4
125317,1254,20782,4
125322,1254,24231,4
125323,1254,24293,4
125324,1254,24683,4
125325,1254,25231,5
125326,1254,25872,4
125329,1254,27127,5
125330,1254,27351,5
125334,1254,28459,3
125336,1254,28882,3
125341,1254,31924,5
125342,1254,32052,5
125346,1254,33679,4
125347,1254,33728,4
125348,1254,33772,4
125349,1254,34315,4
125351,1254,36135,4
125354,1254,37086,5
125355,1254,37099,4
125357,1254,38331,5
125360,1254,39013,5
125361,1254,39727,4
125362,1254,41003,4
125363,1254,41948,5
125364,1254,43300,4
125365,1254,43727,4
125366,1254,44319,3
125367,1254,44723,5
125368,1254,45071,4
125370,1254,46175,5
125371,1254,46586,5
125372,1254,47249,4
125374,1254,48196,4
125375,1254,48297,4
125376,1254,49198,5
125379,1254,49786,5
125380,1254,50002,4
125382,1254,50444,5
125521,1256,13215,5
125528,1256,16146,5
125538,1256,20319,4
125567,1256,36403,5
125580,1256,50976,5
130696,1308,11330,4
130707,1308,16121,5
130718,1308,23093,5
130752,1308,40875,4
130755,1308,43176,5
130761,1308,44924,5
130764,1308,46398,5
130772,1308,49631,5
130777,1308,51625,5
131212,1313,16146,5
131230,1313,21268,4
131235,1313,23889,4
131245,1313,27599,4
131249,1313,31615,5
131254,1313,33136,4
131261,1313,36919,5
131268,1313,40798,5
131271,1313,41747,5
131279,1313,49578,5
132088,1322,2874,5
132115,1322,16573,5
132116,1322,17228,5
132117,1322,17703,4
132120,1322,17846,4
132122,1322,18169,2
132134,1322,23679,4
132149,1322,30283,4
132154,1322,34540,5
132156,1322,35983,5
132179,1322,46586,4
132507,1326,6016,4
132519,1326,10704,4
132521,1326,11065,4
132527,1326,13391,5
132530,1326,14122,4
132534,1326,21268,3
132535,1326,21381,4
132550,1326,33764,3
132568,1326,48127,3
132581,1326,52460,5
134083,1342,859,5
134086,1342,2276,5
134087,1342,3761,4
134095,1342,9809,5
134096,1342,10246,5
134099,1342,11876,5
134101,1342,13182,5
134102,1342,14235,5
134103,1342,14681,5
134105,1342,15216,4
134109,1342,16662,4
134111,1342,17216,3
134112,1342,17277,5
134113,1342,17362,5
134114,1342,17547,4
134116,1342,18165,4
134117,1342,18169,5
134124,1342,21788,5
134128,1342,23768,4
134130,1342,24683,5
134131,1342,25214,4
134136,1342,27460,4
134138,1342,28882,4
134141,1342,30203,4
134144,1342,30990,5
134148,1342,33772,5
134150,1342,35404,4
134159,1342,39013,5
134160,1342,40201,5
134161,1342,40468,5
134166,1342,41601,5
134167,1342,42200,3
134168,1342,43039,5
134170,1342,44319,4
134171,1342,45071,5
134173,1342,47249,3
134174,1342,49198,5
134177,1342,49786,5
134178,1342,50342,5
134180,1342,50684,5
134182,1342,52036,3
134688,1348,2477,4
134708,1348,10570,4
134726,1348,16573,3
134730,1348,17703,4
134737,1348,21823,5
134747,1348,28178,5
134753,1348,30283,5
134808,1349,10704,5
134813,1349,15165,4
134826,1349,22099,5
134837,1349,29124,5
134850,1349,37623,4
134856,1349,41861,5
134863,1349,48659,4
134879,1349,51206,4
135422,1355,38082,5
135444,1355,43176,5
135468,1355,48643,5
136184,1363,6016,3
136187,1363,8362,5
136188,1363,8831,4
136190,1363,10704,4
136195,1363,11876,3
136196,1363,12232,3
136197,1363,12364,4
136201,1363,13241,4
136202,1363,13929,4
136204,1363,14936,4
136205,1363,14940,5
136206,1363,15481,4
136210,1363,17362,5
136211,1363,17547,4
136213,1363,17924,5
136214,1363,18165,4
136215,1363,18169,3
136222,1363,21788,5
136225,1363,22920,5
136227,1363,23454,4
136231,1363,25231,5
136234,1363,27045,5
136235,1363,27460,4
136236,1363,27572,4
136237,1363,28882,3
136240,1363,31001,5
136244,1363,32052,4
136248,1363,33679,5
136249,1363,33713,5
136252,1363,36535,4
136253,1363,36725,4
136255,1363,38331,5
136259,1363,39013,4
136260,1363,39727,5
136266,1363,43300,5
136268,1363,46147,5
136270,1363,47249,4
136271,1363,48297,5
136272,1363,49175,5
136273,1363,50342,5
136274,1363,50399,4
136275,1363,50529,4
136279,1363,52330,4
136281,1363,53173,4
137589,1377,17130,4
137596,1377,19526,4
137617,1377,28178,5
137618,1377,28301,5
137620,1377,28459,5
137621,1377,28531,3
137627,1377,30611,5
137630,1377,32160,3
137636,1377,33877,4
137641,1377,35508,4
137650,1377,39195,5
137654,1377,40201,5
137655,1377,40736,5
137656,1377,41733,5
137658,1377,42508,4
137663,1377,43743,5
137664,1377,43762,3
137666,1377,44450,5
137667,1377,45361,3
137675,1377,50838,3
137676,1377,51192,3
137880,1380,663,5
137883,1380,2109,4
137895,1380,5676,5
137908,1380,9890,5
137913,1380,10950,4
137921,1380,13776,4
137926,1380,16740,5
137928,1380,17216,5
137931,1380,19948,4
137933,1380,21823,5
137936,1380,22235,4
137946,1380,29937,5
137947,1380,30283,5
137956,1380,37086,5
137967,1380,43906,5
137968,1380,44083,5
137977,1380,52036,5
145984,1461,8022,5
145991,1461,13853,5
145993,1461,15296,5
145994,1461,15626,5
145996,1461,16146,5
145997,1461,17130,5
146004,1461,19416,4
146006,1461,19683,4
146021,1461,24683,4
146025,1461,25698,5
146041,1461,32687,5
146052,1461,38571,5
146057,1461,41318,4
146059,1461,42508,4
146066,1461,45269,3
146074,1461,50103,5
146077,1461,52330,4
147297,1474,6795,3
147302,1474,8831,3
147306,1474,10457,4
147320,1474,20782,4
147321,1474,21381,4
147334,1474,27460,5
147341,1474,28882,5
147348,1474,33679,5
147349,1474,33764,4
147354,1474,37695,4
147362,1474,46147,5
147365,1474,46586,4
147366,1474,46840,5
147368,1474,48127,5
149482,1496,8362,5
149498,1496,17277,4
149524,1496,27351,5
149530,1496,31924,5
149536,1496,33728,4
149539,1496,35111,5
149543,1496,35404,5
149551,1496,40174,5
149556,1496,41351,5
149561,1496,42200,5
149571,1496,49786,5
149573,1496,50366,5
150291,1504,6748,4
150294,1504,7114,4
150303,1504,10704,5
150308,1504,13983,5
150310,1504,15166,4
150311,1504,16749,4
150326,1504,24037,3
150335,1504,27221,5
150340,1504,32140,4
150351,1504,41956,3
150354,1504,42695,5
150356,1504,42769,4
150357,1504,43727,3
150358,1504,43836,5
150366,1504,49203,5
150369,1504,49382,5
150370,1504,50103,5
150373,1504,50657,4
150377,1504,53204,5
151593,1517,6016,4
151606,1517,9826,4
151612,1517,13182,4
151615,1517,14122,5
151622,1517,17924,3
151625,1517,18281,3
151627,1517,20319,5
151647,1517,32160,4
151649,1517,33764,4
151658,1517,40174,4
151671,1517,49152,3
154378,1545,2125,5
154393,1545,10570,4
154398,1545,12791,4
154402,1545,13391,5
154403,1545,13776,4
154411,1545,16166,5
154427,1545,22202,5
154457,1545,35111,4
154464,1545,39195,4
154468,1545,41683,5
156691,1568,12734,4
156724,1568,29502,4
156764,1568,46398,5
160991,1611,4107,3
160993,1611,4366,4
161012,1611,6748,5
161016,1611,7427,3
161030,1611,10704,3
161037,1611,14940,4
161055,1611,32252,5
161068,1611,42769,4
161710,1618,16121,5
161729,1618,24609,5
161772,1618,49203,5
165179,1653,4417,4
165194,1653,9969,5
165196,1653,10443,4
165203,1653,12364,4
165207,1653,13344,4
165208,1653,14016,3
165212,1653,16094,4
165242,1653,34540,4
165243,1653,35111,4
165246,1653,36919,5
165249,1653,39013,3
165251,1653,40736,5
165257,1653,43836,5
165260,1653,44924,5
165267,1653,48643,5
165270,1653,51065,4
165277,1654,1809,5
165281,1654,6016,4
165282,1654,8362,5
165285,1654,10704,4
165289,1654,11876,3
165290,1654,12232,4
165291,1654,12364,5
165292,1654,13929,4
165295,1654,14936,4
165296,1654,14940,5
165297,1654,15481,4
165299,1654,17547,5
165301,1654,17924,5
165302,1654,18165,5
165303,1654,18169,4
165306,1654,19948,4
165308,1654,21788,5
165311,1654,23454,5
165315,1654,27478,4
165316,1654,27572,4
165320,1654,31001,5
165324,1654,32052,5
165328,1654,33679,5
165329,1654,33713,5
165330,1654,33772,4
165333,1654,35111,5
165336,1654,36725,4
165338,1654,38331,3
165339,1654,38647,5
165342,1654,39013,5
165343,1654,39727,5
165346,1654,40736,5
165350,1654,42200,4
165351,1654,43300,5
165352,1654,43727,5
165354,1654,46147,5
165357,1654,47249,3
165360,1654,48297,5
165361,1654,49175,4
165362,1654,50342,4
165363,1654,50399,4
165364,1654,50529,4
165370,1654,53092,5
165371,1654,53173,4
166706,1668,20782,4
166708,1668,22810,5
166725,1668,33764,3
166735,1668,40445,5
166737,1668,40875,3
166742,1668,42769,4
166743,1668,43176,5
166749,1668,44924,5
166752,1668,46398,5
166754,1668,47530,4
166757,1668,49631,5
166762,1668,51625,5
166770,1668,52460,5
166773,1668,53204,5
168188,1683,5435,3
168220,1683,19416,3
168228,1683,21360,3
168229,1683,22099,4
171480,1716,7114,3
171499,1716,20782,4
171505,1716,22810,4
171510,1716,27221,3
171530,1716,36663,4
171540,1716,39727,4
171544,1716,41318,3
171551,1716,43836,5
171578,1717,16166,5
171593,1717,19184,4
171595,1717,19526,5
171603,1717,22202,4
171610,1717,24609,4
171625,1717,30179,4
171636,1717,35780,5
171638,1717,36919,5
171642,1717,39423,4
171657,1717,43704,4
171668,1717,49103,4
173275,1734,1090,5
173287,1734,6875,5
173290,1734,7427,5
173297,1734,10704,4
173306,1734,15166,3
173317,1734,19526,5
173357,1734,41329,5
173358,1734,41747,4
173371,1734,50838,3
173679,1738,2694,5
173696,1738,6016,5
173706,1738,9983,5
173712,1738,12791,5
173748,1738,35780,4
173750,1738,37086,4
173756,1738,41318,3
173773,1738,53204,5
175484,1756,16457,4
175557,1756,39423,4
177074,1772,2874,4
177075,1772,3022,5
177087,1772,10570,4
177102,1772,17703,4
177113,1772,22202,5
177122,1772,25698,5
177133,1772,28301,5
177139,1772,30681,4
177155,1772,41747,5
177169,1772,49103,5
177688,1778,17703,5
177702,1778,23486,3
178666,1788,663,5
178668,1788,2769,5
178669,1788,2769,5
178671,1788,4366,5
178672,1788,4366,5
178673,1788,4671,5
178680,1788,14016,5
178681,1788,14784,5
178707,1788,27045,5
178726,1788,30179,5
178731,1788,32687,5
178735,1788,35404,5
178737,1788,35983,5
178742,1788,39693,5
178744,1788,40468,5
178748,1788,40798,5
178750,1788,41948,5
178751,1788,42200,5
178752,1788,42695,4
178754,1788,43906,5
178761,1788,48964,5
178764,1788,52905,5
185665,1858,2602,4
185682,1858,8239,5
185712,1858,19184,5
185730,1858,30184,5
185731,1858,30611,5
185737,1858,33127,5
185746,1858,38286,2
185747,1858,39445,5
185753,1858,44450,5
185761,1858,53173,4
189362,1895,319,5
189363,1895,425,5
189365,1895,816,4
189366,1895,880,5
189369,1895,1325,4
189370,1895,1350,5
189373,1895,1809,5
189379,1895,2769,5
189380,1895,2900,5
189384,1895,3241,5
189385,1895,3420,5
189386,1895,4133,5
189387,1895,4736,5
189389,1895,5676,5
189390,1895,6042,4
189391,1895,6149,5
189394,1895,6925,5
189395,1895,7811,5
189397,1895,8388,4
189398,1895,8831,3
189400,1895,10106,5
189401,1895,10457,4
189403,1895,11330,4
189404,1895,12274,4
189406,1895,13215,5
189407,1895,13344,4
189408,1895,13853,5
189409,1895,14235,5
189412,1895,14681,5
189413,1895,16166,4
189414,1895,16354,5
189416,1895,16740,5
189417,1895,17228,5
189418,1895,17362,3
189423,1895,21257,5
189424,1895,21823,5
189428,1895,22957,4
189429,1895,23213,5
189430,1895,23679,4
189431,1895,23768,4
189434,1895,26703,4
189438,1895,30300,5
189440,1895,31001,5
189441,1895,32252,5
189442,1895,32332,5
189443,1895,32710,4
189444,1895,34540,5
189446,1895,37086,5
189447,1895,39075,4
189449,1895,41351,4
189450,1895,41601,5
189451,1895,41948,5
189452,1895,44083,5
189454,1895,44604,4
189456,1895,46147,5
189457,1895,46661,5
189458,1895,50399,5
189460,1895,52731,5
189461,1895,52956,5
190274,1904,16665,5
190284,1904,30335,4
190289,1904,41312,5
190296,1904,42200,4
190314,1904,46661,5
190318,1904,46845,5
190330,1904,48964,5
190344,1904,50366,5
190345,1904,50399,5
190346,1904,50453,4
190349,1904,50964,5
190356,1904,52510,4
190370,1905,8926,4
190378,1905,14940,5
190379,1905,15849,5
190382,1905,17080,5
190383,1905,17547,4
190384,1905,18165,4
190392,1905,23454,5
190393,1905,24037,5
190394,1905,24231,4
190395,1905,25231,5
190396,1905,25549,5
190400,1905,27127,5
190401,1905,27221,3
190402,1905,27351,4
190403,1905,27478,4
190404,1905,27572,4
190409,1905,30418,4
190413,1905,31924,5
190414,1905,32052,5
190418,1905,33764,5
190421,1905,36135,4
190422,1905,36535,4
190423,1905,36623,5
190424,1905,36725,5
190425,1905,37944,4
190427,1905,39013,5
190430,1905,39727,5
190432,1905,40445,4
190433,1905,40875,4
190435,1905,41003,4
190436,1905,41312,4
190437,1905,41956,4
190439,1905,42723,5
190440,1905,42769,5
190442,1905,43300,5
190444,1905,43836,4
190446,1905,45071,4
190449,1905,46175,4
190450,1905,46845,5
190452,1905,47249,4
190457,1905,50002,5
190459,1905,50684,5
190828,1909,29769,5
190853,1909,48196,5
190972,1911,3241,3
190977,1911,4242,4
190982,1911,6795,3
190991,1911,11065,4
190995,1911,12505,4
190997,1911,13113,4
191001,1911,15166,3
191002,1911,15626,5
191005,1911,16476,3
191009,1911,18281,4
191023,1911,23175,4
191024,1911,23213,5
191036,1911,32160,4
191040,1911,36403,3
191041,1911,37695,5
191042,1911,38286,5
191044,1911,40538,5
191045,1911,41977,5
191060,1911,52895,4
198497,1987,2276,5
198499,1987,2981,4
198500,1987,2981,4
198519,1987,9587,2
198522,1987,9985,4
198532,1987,15296,5
198539,1987,23885,4
198546,1987,27045,5
198547,1987,27599,4
198550,1987,28301,3
198560,1987,33527,4
198563,1987,35404,3
198576,1987,41683,3
198577,1987,41733,3
198580,1987,42574,5
198582,1987,44319,4
198588,1987,50002,5
200115,2003,6875,4
200127,2003,11065,4
200129,2003,11362,4
200147,2003,23175,4
200160,2003,32923,4
200189,2003,52460,4
204076,2043,859,4
204079,2043,1325,3
204081,2043,2276,3
204083,2043,3022,3
204084,2043,3761,3
204091,2043,9809,4
204093,2043,10988,5
204094,2043,11261,5
204095,2043,11876,4
204097,2043,13182,5
204100,2043,14235,5
204102,2043,14681,5
204103,2043,14936,5
204104,2043,15216,3
204108,2043,16457,4
204109,2043,16662,5
204111,2043,17277,5
204112,2043,17362,4
204115,2043,18165,4
204116,2043,18169,5
204121,2043,21788,5
204122,2043,22920,5
204124,2043,24683,4
204130,2043,28459,4
204131,2043,28882,4
204134,2043,30203,4
204136,2043,30990,5
204140,2043,32687,4
204141,2043,32710,4
204142,2043,33772,3
204146,2043,35404,4
204148,2043,35983,3
204154,2043,39013,5
204155,2043,40468,5
204156,2043,40875,4
204157,2043,43039,4
204159,2043,44319,4
204160,2043,45071,5
204164,2043,46840,3
204165,2043,47249,4
204166,2043,49175,5
204167,2043,49198,5
204170,2043,49786,4
204172,2043,50342,5
204173,2043,50684,5
204175,2043,52036,3
207587,2078,10570,5
207592,2078,16166,4
207620,2078,22202,5
207626,2078,24609,3
207627,2078,25214,4
207629,2078,25678,5
207630,2078,25698,5
207639,2078,30552,4
207640,2078,30681,5
207653,2078,39195,5
207654,2078,39275,5
207655,2078,39423,5
207663,2078,42508,5
207673,2078,49103,3
207881,2081,6773,4
207883,2081,8362,5
207884,2081,10704,5
207887,2081,12232,5
207888,2081,12364,4
207890,2081,13241,5
207896,2081,14940,5
207897,2081,15481,5
207899,2081,17547,5
207900,2081,17924,3
207901,2081,18165,5
207903,2081,19948,4
207904,2081,20782,5
207907,2081,22920,5
207908,2081,23454,5
207910,2081,23768,4
207912,2081,24231,4
207917,2081,27460,4
207918,2081,27478,4
207919,2081,27572,5
207925,2081,32052,5
207928,2081,33679,5
207929,2081,33713,5
207932,2081,38331,4
207937,2081,39727,5
207945,2081,43300,5
207947,2081,46147,5
207949,2081,46845,5
207950,2081,47249,3
207955,2081,48297,5
207956,2081,48643,5
207957,2081,49175,3
207960,2081,50342,4
207961,2081,50399,5
207962,2081,50529,4
207964,2081,50964,5
207972,2081,53173,4
208377,2086,859,5
208380,2086,2276,3
208381,2086,3022,3
208382,2086,3761,4
208394,2086,9809,5
208396,2086,10246,5
208398,2086,11261,5
208399,2086,11876,3
208401,2086,13182,5
208404,2086,14681,5
208405,2086,15216,4
208408,2086,16457,3
208411,2086,17216,2
208412,2086,17277,5
208413,2086,17362,3
208414,2086,17547,4
208417,2086,18165,4
208418,2086,18169,4
208423,2086,21788,4
208424,2086,22920,4
208426,2086,24683,4
208431,2086,27460,4
208433,2086,28882,4
208436,2086,30203,4
208438,2086,30990,4
208441,2086,33772,3
208444,2086,35404,4
208446,2086,35983,5
208451,2086,39013,3
208453,2086,40468,5
208454,2086,40875,4
208455,2086,41601,5
208456,2086,43039,5
208457,2086,44319,3
208458,2086,45071,4
208462,2086,46840,3
208463,2086,47249,4
208464,2086,49175,5
208465,2086,49198,5
208467,2086,49786,5
208468,2086,50002,3
208469,2086,50342,4
208471,2086,50684,4
208474,2086,52036,3
208475,2086,52956,4
209094,2093,28301,5
209102,2093,34315,5
209106,2093,35404,5
209109,2093,35508,4
209117,2093,38082,5
209119,2093,38571,4
209124,2093,39423,3
209126,2093,40201,4
209135,2093,41733,5
209137,2093,41948,5
209140,2093,42574,4
209171,2093,49578,5
209173,2093,51360,5
209175,2093,52220,5
209882,2101,9969,5
209888,2101,14016,5
209890,2101,15037,5
209892,2101,16587,3
209896,2101,18237,4
209909,2101,25678,4
209919,2101,30283,5
209926,2101,32332,5
209935,2101,36535,4
209936,2101,37086,5
209945,2101,41318,4
209950,2101,43039,3
209953,2101,43743,5
209963,2101,47095,5
211183,2114,3420,3
211243,2114,32923,4
214184,2144,10246,4
214190,2144,13241,5
214192,2144,13776,4
214201,2144,17242,4
214206,2144,18878,4
214208,2144,19683,3
214214,2144,25698,4
214219,2144,28301,3
214222,2144,29124,4
214232,2144,32687,4
214239,2144,35469,4
214262,2144,48196,4
215783,2160,14936,5
215784,2160,14940,4
215785,2160,15481,5
215786,2160,15849,5
215787,2160,16662,4
215788,2160,16749,5
215789,2160,17080,5
215791,2160,18165,4
215797,2160,21788,5
